District,Upazila,Area,Post Code,Home Delivery,Lockdown,Charge(1kg),Charge(2kg),Charge(3kg),COD Charge,,
Sirajganj,Kamarkhanda,Kamarkhanda,6700,Yes,No,130,160,190,1%,,
Sirajganj,Kazipur,Kazipur,6710,Yes,No,130,160,190,1%,,
Sirajganj,Raiganj,Raiganj,6700,Yes,No,130,160,190,1%,,
Sirajganj,Shahajadpur (Sirajganj),Shahajadpur (Sirajganj),6770,Yes,No,130,160,190,1%,,
Sirajganj,Sirajganj Sadar,Sirajganj Sadar,6700,Yes,No,130,160,190,1%,,
Sirajganj,Tarash,Tarash,6780,Yes,No,130,160,190,1%,,
Sirajganj,Ullapara,Ullapara,6760,Yes,No,130,160,190,1%,,
Habiganj,Ajmeriganj,Ajmeriganj,3360,Yes,No,130,160,190,1%,,
Habiganj,Bahubal,Bahubal,3310,Yes,No,130,160,190,1%,,
Habiganj,Baniachang,Baniachang,3350,Yes,No,130,160,190,1%,,
Habiganj,Chunarughat,Chunarughat,3320,Yes,No,130,160,190,1%,,
Habiganj,Habiganj Sadar,Habiganj Sadar,3300,Yes,No,130,160,190,1%,,
Habiganj,Lakhai,Lakhai,3341,Yes,No,130,160,190,1%,,
Habiganj,Madhabpur,Madhabpur,3330,Yes,No,130,160,190,1%,,
Habiganj,Nabiganj,Nabiganj,3370,Yes,No,130,160,190,1%,,
Moulvibazar,Barlekha,Barlekha,3250,Yes,No,130,160,190,1%,,
Moulvibazar,Kamalganj,Kamalganj,3220,Yes,No,130,160,190,1%,,
Moulvibazar,Kulaura,Kulaura,3230,Yes,No,130,160,190,1%,,
Moulvibazar,Moulvibazar Sadar,Moulvibazar Sadar,3200,Yes,No,130,160,190,1%,,
Moulvibazar,Rajnagar,Rajnagar,3240,Yes,No,130,160,190,1%,,
Moulvibazar,Sreemongal,Sreemongal,3210,Yes,No,130,160,190,1%,,
Moulvibazar,Juri,Juri,3251,Yes,No,130,160,190,1%,,
Sunamganj,Biswambharpur,Biswambharpur,3010,Yes,No,130,160,190,1%,,
Sunamganj,Chattak,Chattak,3080,Yes,No,130,160,190,1%,,
Sunamganj,Derai,Derai,3040,Yes,No,130,160,190,1%,,
Sunamganj,Dharmapasha,Dharmapasha,3000,Yes,No,130,160,190,1%,,
Sunamganj,Dowarabazar,Dowarabazar,3070,Yes,No,130,160,190,1%,,
Sunamganj,Jagannathpur,Jagannathpur,3060,Yes,No,130,160,190,1%,,
Sunamganj,Jamalganj,Jamalganj,3000,Yes,No,130,160,190,1%,,
Sunamganj,Sulla,Sulla,,Yes,No,130,160,190,1%,,
Sunamganj,Sunamganj Sadar,Sunamganj Sadar,3000,Yes,No,130,160,190,1%,,
Sunamganj,Taherpur,Taherpur,3030,Yes,No,130,160,190,1%,,
Sunamganj,South Sunamganj,South Sunamganj,3060,Yes,No,130,160,190,1%,,
Sylhet,Balaganj,Balaganj,3120,Yes,No,130,160,190,1%,,
Sylhet,Beanibazar,Beanibazar,3170,Yes,No,130,160,190,1%,,
Sylhet,Biswanath,Biswanath,3130,Yes,No,130,160,190,1%,,
Sylhet,Companyganj (Sylhet),Companyganj (Sylhet),3542,Yes,No,130,160,190,1%,,
Sylhet,Fenchuganj,Fenchuganj,3116,Yes,No,130,160,190,1%,,
Sylhet,Gowainghat,Gowainghat,3150,Yes,No,130,160,190,1%,,
Sylhet,Golapganj (Sylhet),Golapganj (Sylhet),3160,Yes,No,130,160,190,1%,,
Sylhet,Jaintapur,Jaintapur,3156,Yes,No,130,160,190,1%,,
Sylhet,Zakiganj,Zakiganj,3190,Yes,No,130,160,190,1%,,
Sylhet,Kanaighat,Kanaighat,3180,Yes,No,130,160,190,1%,,
Sylhet,Sylhet Sadar,Sylhet Sadar,3100,Yes,No,130,160,190,1%,,
Sylhet,South Surma,South Surma,3100,Yes,No,130,160,190,1%,,
Barguna,Amtali,Amtali,8710,Yes,No,130,160,190,1%,,
Barguna,Bamna,Bamna,8730,Yes,No,130,160,190,1%,,
Barguna,Barguna Sadar,Barguna Sadar,8700,Yes,No,130,160,190,1%,,
Barguna,Betagi,Betagi,8740,Yes,No,130,160,190,1%,,
Barguna,Patharghata (Barguna),Patharghata (Barguna),8720,Yes,No,130,160,190,1%,,
Barisal,Agailjhara,Agailjhara,8240,Yes,No,130,160,190,1%,,
Barisal,Babuganj,Babuganj,8210,Yes,No,130,160,190,1%,,
Barisal,Bakerganj,Bakerganj,8281,Yes,No,130,160,190,1%,,
Barisal,Banaripara,Banaripara,8530,Yes,No,130,160,190,1%,,
Barisal,Barisal Sadar,Barisal Sadar,8200,Yes,No,130,160,190,1%,,
Barisal,Gournadi,Gournadi,8230,Yes,No,130,160,190,1%,,
Barisal,Hijla,Hijla,,Yes,No,130,160,190,1%,,
Barisal,Mehendiganj,Mehendiganj,8270,Yes,No,130,160,190,1%,,
Barisal,Muladi,Muladi,8250,Yes,No,130,160,190,1%,,
Barisal,Wazirpur,Wazirpur,8220,Yes,No,130,160,190,1%,,
Bhola,Bhola Sadar,Bhola Sadar,8300,Yes,No,130,160,190,1%,,
Bhola,Borhanuddin,Borhanuddin,8320,Yes,No,130,160,190,1%,,
Bhola,Charfession,Charfession,8340,Yes,No,130,160,190,1%,,
Bhola,Daulatkhan,Daulatkhan,8310,Yes,No,130,160,190,1%,,
Bhola,Lalmohan,Lalmohan,8330,Yes,No,130,160,190,1%,,
Bhola,Manpura,Manpura,8360,Yes,No,130,160,190,1%,,
Bhola,Tajumuddin,Tajumuddin,,Yes,No,130,160,190,1%,,
Jhalokathi,Jhalokathi Sadar,Jhalokathi Sadar,8400,Yes,No,130,160,190,1%,,
Jhalokathi,Kathalia,Kathalia,8430,Yes,No,130,160,190,1%,,
Jhalokathi,Nalchiti,Nalchiti,8420,Yes,No,130,160,190,1%,,
Jhalokathi,Rajapur,Rajapur,8410,Yes,No,130,160,190,1%,,
Patuakhali,Bauphal,Bauphal,8620,Yes,No,130,160,190,1%,,
Patuakhali,Dasmina,Dasmina,8630,Yes,No,130,160,190,1%,,
Patuakhali,Dumki,Dumki,8602,Yes,No,130,160,190,1%,,
Patuakhali,Galachipa,Galachipa,8640,Yes,No,130,160,190,1%,,
Patuakhali,Kalapara,Kalapara,,Yes,No,130,160,190,1%,,
Patuakhali,Mirjaganj,Mirjaganj,,Yes,No,130,160,190,1%,,
Patuakhali,Patuakhali Sadar,Patuakhali Sadar,8600,Yes,No,130,160,190,1%,,
Perojpur,Bhandaria,Bhandaria,8550,Yes,No,130,160,190,1%,,
Perojpur,Kaukhali (Perojpur),Kaukhali (Perojpur),8510,Yes,No,130,160,190,1%,,
Perojpur,Mothbaria,Mothbaria,8560,Yes,No,130,160,190,1%,,
Perojpur,Nesarabad (Shawrupkathi),Nesarabad (Shawrupkathi),8520,Yes,No,130,160,190,1%,,
Perojpur,Nazirpur,Nazirpur,8540,Yes,No,130,160,190,1%,,
Perojpur,Perojpur Sadar,Perojpur Sadar,8500,Yes,No,130,160,190,1%,,
Perojpur,Zia Nagar (Indurkani),Zia Nagar (Indurkani),8502,Yes,No,130,160,190,1%,,
Bandarban,Ali Kadam,Ali Kadam,4650,Yes,No,130,160,190,1%,,
Bandarban,Bandarban Sadar,Bandarban Sadar,4600,Yes,No,130,160,190,1%,,
Bandarban,Lama,Lama,4641,Yes,No,130,160,190,1%,,
Bandarban,Nakhoyngchari,Nakhoyngchari,4660,Yes,No,130,160,190,1%,,
Bandarban,Rawanchari,Rawanchari,4610,Yes,No,130,160,190,1%,,
Bandarban,Ruma,Ruma,4620,Yes,No,130,160,190,1%,,
Bandarban,Thanchi,Thanchi,4630,Yes,No,130,160,190,1%,,
Brahmanbaria,Akhaura,Akhaura,3450,Yes,No,130,160,190,1%,,
Brahmanbaria,Ashuganj,Ashuganj,3402,Yes,No,130,160,190,1%,,
Brahmanbaria,Bancharampur (Brahmanbaria),Bancharampur (Brahmanbaria),3420,Yes,No,130,160,190,1%,,
Brahmanbaria,Brahmanbaria Sadar,Brahmanbaria Sadar,3400,Yes,No,130,160,190,1%,,
Brahmanbaria,Kashba,Kashba,3460,Yes,No,130,160,190,1%,,
Brahmanbaria,Nabinagar (Brahmanbaria),Nabinagar (Brahmanbaria),3410,Yes,No,130,160,190,1%,,
Brahmanbaria,Nasirnagar,Nasirnagar,3440,Yes,No,130,160,190,1%,,
Brahmanbaria,Sarail,Sarail,3430,Yes,No,130,160,190,1%,,
Chandpur,Chandpur Sadar,Chandpur Sadar,3600,Yes,No,130,160,190,1%,,
Chandpur,Faridganj,Faridganj,3650,Yes,No,130,160,190,1%,,
Chandpur,Haimchar,Haimchar,3660,Yes,No,130,160,190,1%,,
Chandpur,Hajiganj,Hajiganj,3610,Yes,No,130,160,190,1%,,
Chandpur,Kachua(Chandpur),Kachua(Chandpur),3630,Yes,No,130,160,190,1%,,
Chandpur,Matlab (South),Matlab (South),3640,Yes,No,130,160,190,1%,,
Chandpur,Matlab (North)(Chengarchar),Matlab (North)(Chengarchar),3643,Yes,No,130,160,190,1%,,
Chandpur,Shahrasti,Shahrasti,3620,Yes,No,130,160,190,1%,,
Chittagong,Anwara,Anwara,4376,Yes,No,130,160,190,1%,,
Chittagong,Banshkhali,Banshkhali,4393,Yes,No,130,160,190,1%,,
Chittagong,Boalkhali,Boalkhali,4366,Yes,No,130,160,190,1%,,
Chittagong,Chandanaish,Chandanaish,4383,Yes,No,130,160,190,1%,,
Chittagong,Fatikchari,Fatikchari,4350,Yes,No,130,160,190,1%,,
Chittagong,Hathazari,Hathazari,4330,Yes,No,130,160,190,1%,,
Chittagong,Lohagara,Lohagara,4396,Yes,No,130,160,190,1%,,
Chittagong,Mirsarai,Mirsarai,4320,Yes,No,130,160,190,1%,,
Chittagong,Patiya,Patiya,4370,Yes,No,130,160,190,1%,,
Chittagong,Rangunia,Rangunia,4360,Yes,No,130,160,190,1%,,
Chittagong,Raojan,Raojan,4340,Yes,No,130,160,190,1%,,
Chittagong,Sandwip,Sandwip,4300,Yes,No,130,160,190,1%,,
Chittagong,Satkania,Satkania,4386,Yes,No,130,160,190,1%,,
Chittagong,Sitakundu,Sitakundu,4310,Yes,No,130,160,190,1%,,
Comilla,Barura,Barura,3560,Yes,No,130,160,190,1%,,
Comilla,Brahmanpara,Brahmanpara,3526,Yes,No,130,160,190,1%,,
Comilla,Burichang,Burichang,3520,Yes,No,130,160,190,1%,,
Comilla,Chandina,Chandina,3510,Yes,No,130,160,190,1%,,
Comilla,Chowddagram,Chowddagram,3550,Yes,No,130,160,190,1%,,
Comilla,Comilla Sadar,Comilla Sadar,3500,Yes,No,130,160,190,1%,,
Comilla,Daudkandi,Daudkandi,3516,Yes,No,130,160,190,1%,,
Comilla,Debiduar,Debiduar,3530,Yes,No,130,160,190,1%,,
Comilla,Homna,Homna,3546,Yes,No,130,160,190,1%,,
Comilla,Laksam,Laksam,3570,Yes,No,130,160,190,1%,,
Comilla,Meghna,Meghna,3515,Yes,No,130,160,190,1%,,
Comilla,Muradnagar,Muradnagar,3540,Yes,No,130,160,190,1%,,
Comilla,Nangolkot,Nangolkot,3580,Yes,No,130,160,190,1%,,
Comilla,Titas,Titas,3500,Yes,No,130,160,190,1%,,
Comilla,Monoharganj,Monoharganj,3500,Yes,No,130,160,190,1%,,
Comilla,Comilla Sadar South,Comilla Sadar South,3500,Yes,No,130,160,190,1%,,
Cox's Bazar,Chakoria,Chakoria,4700,Yes,No,130,160,190,1%,,
Cox's Bazar,Cox's Bazar Sadar,Cox's Bazar Sadar,4700,Yes,No,130,160,190,1%,,
Cox's Bazar,Kutubdia,Kutubdia,4720,Yes,No,130,160,190,1%,,
Cox's Bazar,Moheshkhali,Moheshkhali,4700,Yes,No,130,160,190,1%,,
Cox's Bazar,Pekua,Pekua,4700,Yes,No,130,160,190,1%,,
Cox's Bazar,Ramu,Ramu,4730,Yes,No,130,160,190,1%,,
Cox's Bazar,Teknaf,Teknaf,4760,Yes,No,130,160,190,1%,,
Cox's Bazar,Ukhia,Ukhia,4750,Yes,No,130,160,190,1%,,
Feni,Chagalnayya,Chagalnayya,3910,Yes,No,130,160,190,1%,,
Feni,Daganbhuiyan,Daganbhuiyan,3920,Yes,No,130,160,190,1%,,
Feni,Feni Sadar,Feni Sadar,3900,Yes,No,130,160,190,1%,,
Feni,Parshuram,Parshuram,3940,Yes,No,130,160,190,1%,,
Feni,Fulgazi,Fulgazi,3942,Yes,No,130,160,190,1%,,
Feni,Sonagazi,Sonagazi,3930,Yes,No,130,160,190,1%,,
Khagrachari,Dighinala,Dighinala,4420,Yes,No,130,160,190,1%,,
Khagrachari,Khagrachari Sadar,Khagrachari Sadar,4400,Yes,No,130,160,190,1%,,
Khagrachari,Laksmichari,Laksmichari,4470,Yes,No,130,160,190,1%,,
Khagrachari,Mohalchari,Mohalchari,4430,Yes,No,130,160,190,1%,,
Khagrachari,Manikchari,Manikchari,4460,Yes,No,130,160,190,1%,,
Khagrachari,Matiranga,Matiranga,4450,Yes,No,130,160,190,1%,,
Khagrachari,Panchari,Panchari,4410,Yes,No,130,160,190,1%,,
Khagrachari,Ramgor,Ramgor,4440,Yes,No,130,160,190,1%,,
Laksmipur,Laksmipur Sadar,Laksmipur Sadar,3700,Yes,No,130,160,190,1%,,
Laksmipur,Ramgati,Ramgati,3732,Yes,No,130,160,190,1%,,
Laksmipur,Ramganj,Ramganj,3720,Yes,No,130,160,190,1%,,
Laksmipur,Raipur,Raipur,3710,Yes,No,130,160,190,1%,,
Laksmipur,Kamalnagar,Kamalnagar,,Yes,No,130,160,190,1%,,
Noakhali,Begumganj,Begumganj,3820,Yes,No,130,160,190,1%,,
Noakhali,Chatkhil,Chatkhil,3870,Yes,No,130,160,190,1%,,
Noakhali,Companiganj,Companiganj,3850,Yes,No,130,160,190,1%,,
Noakhali,Hatiya,Hatiya,3890,Yes,No,130,160,190,1%,,
Noakhali,Noakhali Sadar(Sudharam),Noakhali Sadar(Sudharam),3800,Yes,No,130,160,190,1%,,
Noakhali,Senbag,Senbag,3860,Yes,No,130,160,190,1%,,
Noakhali,Sonaimuri,Sonaimuri,3827,Yes,No,130,160,190,1%,,
Noakhali,Subarnachar,Subarnachar,,Yes,No,130,160,190,1%,,
Noakhali,Kabir Hat,Kabir Hat,3807,Yes,No,130,160,190,1%,,
Rangamati,Baghaichari,Baghaichari,,Yes,No,130,160,190,1%,,
Rangamati,Barkal,Barkal,4570,Yes,No,130,160,190,1%,,
Rangamati,Belaichari,Belaichari,4550,Yes,No,130,160,190,1%,,
Rangamati,Jurachari,Jurachari,4560,Yes,No,130,160,190,1%,,
Rangamati,Kaptai,Kaptai,4530,Yes,No,130,160,190,1%,,
Rangamati,Kawkhali (Rangamati),Kawkhali (Rangamati),4511,Yes,No,130,160,190,1%,,
Rangamati,Langadu,Langadu,4580,Yes,No,130,160,190,1%,,
Rangamati,Naniarchar,Naniarchar,4520,Yes,No,130,160,190,1%,,
Rangamati,Rajasthali,Rajasthali,4540,Yes,No,130,160,190,1%,,
Rangamati,Rangamati Sadar,Rangamati Sadar,4500,Yes,No,130,160,190,1%,,
Dinajpur,Birampur,Birampur,5266,Yes,No,130,160,190,1%,,
Dinajpur,Birganj,Birganj,5220,Yes,No,130,160,190,1%,,
Dinajpur,Birol,Birol,5210,Yes,No,130,160,190,1%,,
Dinajpur,Bochaganj,Bochaganj,5216,Yes,No,130,160,190,1%,,
Dinajpur,Chirirbandar,Chirirbandar,5240,Yes,No,130,160,190,1%,,
Dinajpur,Dinajpur Sadar,Dinajpur Sadar,5200,Yes,No,130,160,190,1%,,
Dinajpur,Phulbari (Dinajpur),Phulbari (Dinajpur),5260,Yes,No,130,160,190,1%,,
Dinajpur,Ghoraghat,Ghoraghat,5291,Yes,No,130,160,190,1%,,
Dinajpur,Hakimpur,Hakimpur,,Yes,No,130,160,190,1%,,
Dinajpur,Kaharole,Kaharole,,Yes,No,130,160,190,1%,,
Dinajpur,Khanshama,Khanshama,5230,Yes,No,130,160,190,1%,,
Dinajpur,Nawabganj (Dinajpur),Nawabganj (Dinajpur),5280,Yes,No,130,160,190,1%,,
Dinajpur,Parbatipur,Parbatipur,5250,Yes,No,130,160,190,1%,,
Gaibandha,Fulchari,Fulchari,5760,Yes,No,130,160,190,1%,,
Gaibandha,Gaibandha Sadar,Gaibandha Sadar,5700,Yes,No,130,160,190,1%,,
Gaibandha,Gobindaganj ( Gaibandha ),Gobindaganj ( Gaibandha ),5740,Yes,No,130,160,190,1%,,
Gaibandha,Palashbari,Palashbari,5730,Yes,No,130,160,190,1%,,
Gaibandha,Sadullapur,Sadullapur,5710,Yes,No,130,160,190,1%,,
Gaibandha,Shaghatta,Shaghatta,5751,Yes,No,130,160,190,1%,,
Gaibandha,Sundarganj,Sundarganj,5720,Yes,No,130,160,190,1%,,
Kurigram,Bhurungamari,Bhurungamari,5670,Yes,No,130,160,190,1%,,
Kurigram,Chilmary,Chilmary,5630,Yes,No,130,160,190,1%,,
Kurigram,Fulbari (Kurigram),Fulbari (Kurigram),5680,Yes,No,130,160,190,1%,,
Kurigram,Kurigram Sadar,Kurigram Sadar,5600,Yes,No,130,160,190,1%,,
Kurigram,Nageswari,Nageswari,5660,Yes,No,130,160,190,1%,,
Kurigram,Rajarhat,Rajarhat,5610,Yes,No,130,160,190,1%,,
Kurigram,Rajibpur,Rajibpur,5650,Yes,No,130,160,190,1%,,
Kurigram,Rowmari,Rowmari,5640,Yes,No,130,160,190,1%,,
Kurigram,Ulipur,Ulipur,5620,Yes,No,130,160,190,1%,,
Lalmonirhat,Aditmari,Aditmari,5510,Yes,No,130,160,190,1%,,
Lalmonirhat,Hatibandha (Lalmonirhat),Hatibandha (Lalmonirhat),5530,Yes,No,130,160,190,1%,,
Lalmonirhat,Kaliganj(Lalmonirhat),Kaliganj(Lalmonirhat),,Yes,No,130,160,190,1%,,
Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,5500,Yes,No,130,160,190,1%,,
Lalmonirhat,Patgram,Patgram,5540,Yes,No,130,160,190,1%,,
Nilphamari,Dimla,Dimla,5350,Yes,No,130,160,190,1%,,
Nilphamari,Domar,Domar,5340,Yes,No,130,160,190,1%,,
Nilphamari,Jaldhaka,Jaldhaka,5330,Yes,No,130,160,190,1%,,
Nilphamari,Kishoreganj ( Nilphamari),Kishoreganj ( Nilphamari),5320,Yes,No,130,160,190,1%,,
Nilphamari,Nilphamari Sadar,Nilphamari Sadar,5300,Yes,No,130,160,190,1%,,
Nilphamari,Saidpur,Saidpur,5310,Yes,No,130,160,190,1%,,
Panchagarh,Atwari,Atwari,,Yes,No,130,160,190,1%,,
Panchagarh,Boda,Boda,5010,Yes,No,130,160,190,1%,,
Panchagarh,Debiganj,Debiganj,5020,Yes,No,130,160,190,1%,,
Panchagarh,Panchagarh Sadar,Panchagarh Sadar,5000,Yes,No,130,160,190,1%,,
Panchagarh,Tetulia,Tetulia,5030,Yes,No,130,160,190,1%,,
Rangpur,Badarganj,Badarganj,5430,Yes,No,130,160,190,1%,,
Rangpur,Gangachara,Gangachara,5410,Yes,No,130,160,190,1%,,
Rangpur,Kaunia (Rangpur),Kaunia (Rangpur),5440,Yes,No,130,160,190,1%,,
Rangpur,Mithapukur,Mithapukur,5460,Yes,No,130,160,190,1%,,
Rangpur,Pirgacha,Pirgacha,5450,Yes,No,130,160,190,1%,,
Rangpur,Pirganj(Rangpur),Pirganj(Rangpur),5110,Yes,No,130,160,190,1%,,
Rangpur,Rangpur Sadar,Rangpur Sadar,5400,Yes,No,130,160,190,1%,,
Rangpur,Taraganj,Taraganj,5420,Yes,No,130,160,190,1%,,
Thakurgaon,Baliadangi,Baliadangi,5140,Yes,No,130,160,190,1%,,
Thakurgaon,Haripur,Haripur,5130,Yes,No,130,160,190,1%,,
Thakurgaon,Pirganj(Thakurgaon),Pirganj(Thakurgaon),5110,Yes,No,130,160,190,1%,,
Thakurgaon,Ranishankail,Ranishankail,5120,Yes,No,130,160,190,1%,,
Thakurgaon,Thakurgaon Sadar,Thakurgaon Sadar,5100,Yes,No,130,160,190,1%,,
Khulna,Khulna Sadar,Khulna Sadar,9100,Yes,No,130,160,190,1%,,
Rajshahi,Rajshahi Shadar,Rajshahi Shadar,6201,Yes,No,130,160,190,1%,,
Chittagong,Chittagong Sadar,Chittagong Sadar,4217,Yes,No,130,160,190,1%,,
Chapai Nawabganj,Chapai Nawabganj Sadar,Chapai Nawabganj Sadar,6300,Yes,No,130,160,190,1%,,
Jessore,Benapole,Benapole,7431,Yes,No,130,160,190,1%,,
Bandarban,soho area,soho area,,Yes,No,130,160,190,1%,,
Thakurgaon,Shibganj (Thakurgaon Sadar),Shibganj (Thakurgaon Sadar),5102,Yes,No,130,160,190,1%,,
Chittagong,Bondor (Chittagong),Bondor (Chittagong),4217,Yes,No,130,160,190,1%,,
Chittagong,Barahatia,Barahatia,4396,Yes,No,130,160,190,1%,,
Chittagong,Karnaphuli,Karnaphuli,4371,Yes,No,130,160,190,1%,,
