District,Thana,Area,Post Code,Home Delivery,Lockdown,Charge(1kg),Charge(2kg),Charge(3kg),COD Charge,
Bagerhat,Bagerhat,Mongla,9351,Yes,No,130,160,190,1%,
Bagerhat,Bagerhat,Morelganj,9320,Yes,No,130,160,190,1%,
Bagerhat,Bagerhat,Rampal,9340,Yes,No,130,160,190,1%,
Bagerhat,Bagerhat,Sarankhola,9311,Yes,No,130,160,190,1%,
Chuadanga,Chuadanga,Alamdanga,7210,Yes,No,130,160,190,1%,
Chuadanga,Chuadanga,Chuadanga Sadar,7200,Yes,No,130,160,190,1%,
Chuadanga,Chuadanga,Damurhuda,7220,Yes,No,130,160,190,1%,
Chuadanga,Chuadanga,Jibannagar,7200,Yes,No,130,160,190,1%,
Jessore,Jessore,Noapara (Jessore),7462,Yes,No,130,160,190,1%,
Jessore,Jessore,Bagherpara,7470,Yes,No,130,160,190,1%,
Jessore,Jessore,Chowgacha,7410,Yes,No,130,160,190,1%,
Jessore,Jessore,Jessore Sadar,7400,Yes,No,130,160,190,1%,
Jessore,Jessore,Jhikargacha,7420,Yes,No,130,160,190,1%,
Jessore,Jessore,Keshabpur,7450,Yes,No,130,160,190,1%,
Jessore,Jessore,Manirampur,7440,Yes,No,130,160,190,1%,
Jessore,Jessore,Sharsha,7430,Yes,No,130,160,190,1%,
Jhenaidah,Jhenaidah,Kotchandpur,7330,Yes,No,130,160,190,1%,
Jhenaidah,Jhenaidah,Harinakunda,7310,Yes,No,130,160,190,1%,
Jhenaidah,Jhenaidah,Jhenaidah Sadar,7300,Yes,No,130,160,190,1%,
Jhenaidah,Jhenaidah,Kaliganj(Jhenaidah),7300,Yes,No,130,160,190,1%,
Jhenaidah,Jhenaidah,Moheshpur,7340,Yes,No,130,160,190,1%,
Jhenaidah,Jhenaidah,Shailkupa,7320,Yes,No,130,160,190,1%,
Khulna,Khulna,Batiaghata,9260,Yes,No,130,160,190,1%,
Khulna,Khulna,Dacope,9271,Yes,No,130,160,190,1%,
Khulna,Khulna,Dighalia,9220,Yes,No,130,160,190,1%,
Khulna,Khulna,Dumuria,9250,Yes,No,130,160,190,1%,
Khulna,Khulna,Phultala,9210,Yes,No,130,160,190,1%,
Khulna,Khulna,Koira,,Yes,No,130,160,190,1%,
Khulna,Khulna,Paikgacha,9280,Yes,No,130,160,190,1%,
Khulna,Khulna,Rupsa,9241,Yes,No,130,160,190,1%,
Khulna,Khulna,Khalispur,9000,Yes,No,130,160,190,1%,
Khulna,Khulna,Sonadanga,9100,Yes,No,130,160,190,1%,
Khulna,Khulna,Khan jahan ali ,9222,Yes,No,130,160,190,1%,
Khulna,Khulna,Doulatpur,9202,Yes,No,130,160,190,1%,
Khulna,Khulna,Terokhada,9230,Yes,No,130,160,190,1%,
Kushtia,Kushtia,Bheramara,7040,Yes,No,130,160,190,1%,
Kushtia,Kushtia,Daulatpur (Kushtia),7050,Yes,No,130,160,190,1%,
Kushtia,Kushtia,Khoksha,7021,Yes,No,130,160,190,1%,
Kushtia,Kushtia,Kumarkhali,7010,Yes,No,130,160,190,1%,
Kushtia,Kushtia,Kushtia Sadar,7000,Yes,No,130,160,190,1%,
Kushtia,Kushtia,Mirpur (Kushtia),7030,Yes,No,130,160,190,1%,
Magura,Magura,Magura Sadar,7600,Yes,No,130,160,190,1%,
Magura,Magura,Mohammadpur (Magura),7630,Yes,No,130,160,190,1%,
Magura,Magura,Shalikha,,Yes,No,130,160,190,1%,
Magura,Magura,Sreepur (Magura),7610,Yes,No,130,160,190,1%,
Meherpur,Meherpur,Gangni,7110,Yes,No,130,160,190,1%,
Meherpur,Meherpur,Meherpur Sadar,7100,Yes,No,130,160,190,1%,
Meherpur,Meherpur,Mujibnagar,7102,Yes,No,130,160,190,1%,
Narail,Narail,Kalia,7520,Yes,No,130,160,190,1%,
Narail,Narail,Lohagara(Narail),7511,Yes,No,130,160,190,1%,
Narail,Narail,Narail Sadar,7500,Yes,No,130,160,190,1%,
Satkhira,Satkhira,Assasuni,9460,Yes,No,130,160,190,1%,
Satkhira,Satkhira,Debhata,9430,Yes,No,130,160,190,1%,
Satkhira,Satkhira,Kaliganj(Satkhira),9440,Yes,No,130,160,190,1%,
Satkhira,Satkhira,Kolaroa,9410,Yes,No,130,160,190,1%,
Satkhira,Satkhira,Satkhira Sadar,9400,Yes,No,130,160,190,1%,
Satkhira,Satkhira,Shyamnagar,9450,Yes,No,130,160,190,1%,
Satkhira,Satkhira,Tala,9420,Yes,No,130,160,190,1%,
Bogra,Bogra,Adamdighi (Bogra),5890,Yes,No,130,160,190,1%,
Bogra,Bogra,Bogra Sadar,5800,Yes,No,130,160,190,1%,
Bogra,Bogra,Dhunot,5850,Yes,No,130,160,190,1%,
Bogra,Bogra,Dhubchanchia,5880,Yes,No,130,160,190,1%,
Bogra,Bogra,Gabtali (Bogra),5820,Yes,No,130,160,190,1%,
Bogra,Bogra,Kahaloo,5870,Yes,No,130,160,190,1%,
Bogra,Bogra,Nandigram,5860,Yes,No,130,160,190,1%,
Bogra,Bogra,Sariakandi,5830,Yes,No,130,160,190,1%,
Bogra,Bogra,Sherpur (Bogra),5840,Yes,No,130,160,190,1%,
Bogra,Bogra,Shibganj ( Bogra ),2231,Yes,No,130,160,190,1%,
Bogra,Bogra,Sonatola,5826,Yes,No,130,160,190,1%,
Bogra,Bogra,Shajahanpur (Bogura),5800,Yes,No,130,160,190,1%,
Chapai Nawabganj,Chapai Nawabganj,Bholahat,6330,Yes,No,130,160,190,1%,
Chapai Nawabganj,Chapai Nawabganj,Gomastapur,6321,Yes,No,130,160,190,1%,
Chapai Nawabganj,Chapai Nawabganj,Nachole,6310,Yes,No,130,160,190,1%,
Chapai Nawabganj,Chapai Nawabganj,Nawabganj Sadar (Chapai),6300,Yes,No,130,160,190,1%,
Chapai Nawabganj,Chapai Nawabganj,Shipganj ( Chapai ),6340,Yes,No,130,160,190,1%,
Joypurhat,Joypurhat,Akkelpur,5940,Yes,No,130,160,190,1%,
Joypurhat,Joypurhat,Joypurhat Sadar,5900,Yes,No,130,160,190,1%,
Joypurhat,Joypurhat,Kalai,5930,Yes,No,130,160,190,1%,
Joypurhat,Joypurhat,Khetlal,5920,Yes,No,130,160,190,1%,
Joypurhat,Joypurhat,Panchbibi,5910,Yes,No,130,160,190,1%,
Naogaon,Naogaon,Atrai,,Yes,No,130,160,190,1%,
Naogaon,Naogaon,Badalgachi,6570,Yes,No,130,160,190,1%,
Naogaon,Naogaon,Dhamoirhat,6580,Yes,No,130,160,190,1%,
Naogaon,Naogaon,Manda(Naogaon),6511,Yes,No,130,160,190,1%,
Naogaon,Naogaon,Mahadebpur,6530,Yes,No,130,160,190,1%,
Naogaon,Naogaon,Naogaon Sadar,6500,Yes,No,130,160,190,1%,
Naogaon,Naogaon,Niamatpur,6520,Yes,No,130,160,190,1%,
Naogaon,Naogaon,Patnitala,6540,Yes,No,130,160,190,1%,
Naogaon,Naogaon,Porsha,6551,Yes,No,130,160,190,1%,
Naogaon,Naogaon,Raninagar,6590,Yes,No,130,160,190,1%,
Naogaon,Naogaon,Shapahar,6560,Yes,No,130,160,190,1%,
Natore,Natore,Baghatipara,6433,Yes,No,130,160,190,1%,
Natore,Natore,Baraigram,6432,Yes,No,130,160,190,1%,
Natore,Natore,Gurudaspur,6440,Yes,No,130,160,190,1%,
Natore,Natore,Lalpur,6421,Yes,No,130,160,190,1%,
Natore,Natore,Natore Sadar,6400,Yes,No,130,160,190,1%,
Natore,Natore,Singra,6450,Yes,No,130,160,190,1%,
Pabna,Pabna,Atgharia,,Yes,No,130,160,190,1%,
Pabna,Pabna,Bera,6680,Yes,No,130,160,190,1%,
Pabna,Pabna,Bhangura,6640,Yes,No,130,160,190,1%,
Pabna,Pabna,Chatmohar,6630,Yes,No,130,160,190,1%,
Pabna,Pabna,Faridpur ( Pabna ),6650,Yes,No,130,160,190,1%,
Pabna,Pabna,Iswardi,6620,Yes,No,130,160,190,1%,
Pabna,Pabna,Pabna Sadar,6600,Yes,No,130,160,190,1%,
Pabna,Pabna,Santhia,6670,Yes,No,130,160,190,1%,
Pabna,Pabna,Sujanagar,6660,Yes,No,130,160,190,1%,
Rajshahi,Rajshahi,Bagha,6281,Yes,No,130,160,190,1%,
Rajshahi,Rajshahi,Bagmara (Rajshahi),6250,Yes,No,130,160,190,1%,
Rajshahi,Rajshahi,Charghat,6270,Yes,No,130,160,190,1%,
Rajshahi,Rajshahi,Durgapur(Rajshahi),6240,Yes,No,130,160,190,1%,
Rajshahi,Rajshahi,Godagari,6290,Yes,No,130,160,190,1%,
Rajshahi,Rajshahi,Mohanpur (Rajshahi),6220,Yes,No,130,160,190,1%,
Rajshahi,Rajshahi,Paba,6213,Yes,No,130,160,190,1%,
Rajshahi,Rajshahi,Putia,6260,Yes,No,130,160,190,1%,
Rajshahi,Rajshahi,Tanore,6230,Yes,No,130,160,190,1%,
Rajshahi,Rajshahi,Sadar,6000,Yes,No,130,160,190,1%,
Sirajganj,Sirajganj,Belkuchi,6740,Yes,No,130,160,190,1%,
Sirajganj,Sirajganj,Chowhali,6770,Yes,No,130,160,190,1%,
Sirajganj,Sirajganj,Kamarkhanda,6700,Yes,No,130,160,190,1%,
Sirajganj,Sirajganj,Kazipur,6710,Yes,No,130,160,190,1%,
Sirajganj,Sirajganj,Raiganj,6700,Yes,No,130,160,190,1%,
Sirajganj,Sirajganj,Shahajadpur (Sirajganj),6770,Yes,No,130,160,190,1%,
Sirajganj,Sirajganj,Sirajganj Sadar,6700,Yes,No,130,160,190,1%,
Sirajganj,Sirajganj,Tarash,6780,Yes,No,130,160,190,1%,
Sirajganj,Sirajganj,Ullapara,6760,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Ajmeriganj,3360,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Bahubal (Shayestaganj Hub),3310,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Baniachang,3350,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Chunarughat (Shayestaganj Hub),3320,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Habiganj Sadar,3300,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Lakhai,3341,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Madhabpur (Shayestaganj Hub),3330,Yes,No,130,160,190,1%,
Habiganj,Habiganj,Nabiganj,3370,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Barlekha,3250,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Kamalganj,3220,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Kulaura,3230,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Moulvibazar Sadar,3200,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Rajnagar,3240,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Sreemongal,3210,Yes,No,130,160,190,1%,
Moulvibazar,Moulvibazar,Juri,3251,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Biswambharpur,3010,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Chattak,3080,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Derai,3040,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Dharmapasha,3000,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Dowarabazar,3070,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Jagannathpur,3060,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Jamalganj,3000,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Sulla,,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Traffic Point (Sunamganj Sadar),3000,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,Taherpur,3030,Yes,No,130,160,190,1%,
Sunamganj,Sunamganj,South Sunamganj,3060,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Balaganj,3120,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Beanibazar,3170,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Biswanath,3130,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Companyganj (Sylhet),3542,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Fenchuganj,3116,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Gowainghat,3150,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Golapganj (Sylhet),3160,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Jaintapur,3156,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Zakiganj,3190,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Kanaighat,3180,Yes,No,130,160,190,1%,
Sylhet,Sylhet,Amberkhana (Sylhet),3100,Yes,No,130,160,190,1%,
Sylhet,Sylhet,South Surma,3100,Yes,No,130,160,190,1%,
Barguna,Barguna,Amtali,8710,Yes,No,130,160,190,1%,
Barguna,Barguna,Bamna,8730,Yes,No,130,160,190,1%,
Barguna,Barguna,Barguna Sadar,8700,Yes,No,130,160,190,1%,
Barguna,Barguna,Betagi,8740,Yes,No,130,160,190,1%,
Barguna,Barguna,Patharghata (Barguna),8720,Yes,No,130,160,190,1%,
Barisal,Barisal,Agailjhara,8240,Yes,No,130,160,190,1%,
Barisal,Barisal,Babuganj,8210,Yes,No,130,160,190,1%,
Barisal,Barisal,Bakerganj,8281,Yes,No,130,160,190,1%,
Barisal,Barisal,Banaripara,8530,Yes,No,130,160,190,1%,
Barisal,Barisal,Barisal Sadar,8200,Yes,No,130,160,190,1%,
Barisal,Barisal,Gournadi (Barisal),8230,Yes,No,130,160,190,1%,
Barisal,Barisal,Hijla,,Yes,No,130,160,190,1%,
Barisal,Barisal,Mehendiganj,8270,Yes,No,130,160,190,1%,
Barisal,Barisal,Muladi,8250,Yes,No,130,160,190,1%,
Barisal,Barisal,Wazirpur,8220,Yes,No,130,160,190,1%,
Bhola,Bhola,Bhola Sadar,8300,Yes,No,130,160,190,1%,
Bhola,Bhola,Borhanuddin,8320,Yes,No,130,160,190,1%,
Bhola,Bhola,Charfession,8340,Yes,No,130,160,190,1%,
Bhola,Bhola,Daulatkhan,8310,Yes,No,130,160,190,1%,
Bhola,Bhola,Lalmohan,8330,Yes,No,130,160,190,1%,
Bhola,Bhola,Manpura,8360,Yes,No,130,160,190,1%,
Bhola,Bhola,Tajumuddin,,Yes,No,130,160,190,1%,
Jhalokathi,Jhalokathi,Jhalokathi Sadar,8400,Yes,No,130,160,190,1%,
Jhalokathi,Jhalokathi,Kathalia,8430,Yes,No,130,160,190,1%,
Jhalokathi,Jhalokathi,Nalchiti,8420,Yes,No,130,160,190,1%,
Jhalokathi,Jhalokathi,Rajapur (Jhalokathi),8410,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Bauphal,8620,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Dasmina,8630,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Dumki,8602,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Galachipa,8640,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Kalapara,,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Mirjaganj,,Yes,No,130,160,190,1%,
Patuakhali,Patuakhali,Patuakhali Sadar,8600,Yes,No,130,160,190,1%,
Perojpur,Perojpur,Bhandaria,8550,Yes,No,130,160,190,1%,
Perojpur,Perojpur,Kaukhali (Perojpur),8510,Yes,No,130,160,190,1%,
Perojpur,Perojpur,Mothbaria,8560,Yes,No,130,160,190,1%,
Perojpur,Perojpur,Nesarabad (Shawrupkathi),8520,Yes,No,130,160,190,1%,
Perojpur,Perojpur,Nazirpur,8540,Yes,No,130,160,190,1%,
Perojpur,Perojpur,Pirojpur Sadar,8500,Yes,No,130,160,190,1%,
Perojpur,Perojpur,Zia Nagar (Indurkani),8502,Yes,No,130,160,190,1%,
Bandarban,Bandarban,Ali Kadam,4650,Yes,No,130,160,190,1%,
Bandarban,Bandarban,Bandarban Sadar,4600,Yes,No,130,160,190,1%,
Bandarban,Bandarban,Lama,4641,Yes,No,130,160,190,1%,
Bandarban,Bandarban,Nakhoyngchari,4660,Yes,No,130,160,190,1%,
Bandarban,Bandarban,Rawanchari,4610,Yes,No,130,160,190,1%,
Bandarban,Bandarban,Ruma,4620,Yes,No,130,160,190,1%,
Bandarban,Bandarban,Thanchi,4630,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Akhaura,3450,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Ashuganj (Bhairab),3402,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Bancharampur (Nabinagar),3420,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Paikpara (Brahmanbaria Sadar),3400,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Kashba (Nabinagar),3460,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Nabinagar (Nabinagar Hub),3410,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Nasirnagar (Bhairab Hub),3440,Yes,No,130,160,190,1%,
Brahmanbaria,Brahmanbaria,Sarail (Bhairab Hub),3430,Yes,No,130,160,190,1%,
Chandpur,Chandpur,Chandpur Sadar,3600,Yes,No,130,160,190,1%,
Chandpur,Chandpur,Faridganj,3650,Yes,No,130,160,190,1%,
Chandpur,Chandpur,Haimchar,3660,Yes,No,130,160,190,1%,
Chandpur,Chandpur,Hajiganj (Chandpur),3610,Yes,No,130,160,190,1%,
Chandpur,Chandpur,Kachua(Chandpur),3630,Yes,No,130,160,190,1%,
Chandpur,Chandpur,Matlab (South),3640,Yes,No,130,160,190,1%,
Chandpur,Chandpur,Matlab (North)(Chengarchar),3643,Yes,No,130,160,190,1%,
Chandpur,Chandpur,Shahrasti,3620,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Anwara,4376,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Banshkhali,4393,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Boalkhali,4366,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Chandanaish,4383,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Fatikchari,4350,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Hathazari,4330,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Lohagara,4396,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Mirsarai,4320,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Patiya,4370,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Rangunia,4360,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Raojan,4340,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sandwip (Guptachara),4300,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Satkania,4386,Yes,No,130,160,190,1%,
Chittagong,Chittagong,Sitakundu,4310,Yes,No,130,160,190,1%,
Comilla,Comilla,Barura,3560,Yes,No,130,160,190,1%,
Comilla,Comilla,Brahmanpara,3526,Yes,No,130,160,190,1%,
Comilla,Comilla,Burichang,3520,Yes,No,130,160,190,1%,
Comilla,Comilla,Chandina,3510,Yes,No,130,160,190,1%,
Comilla,Comilla,Chowddagram,3550,Yes,No,130,160,190,1%,
Comilla,Comilla,Comilla Sadar,3500,Yes,No,130,160,190,1%,
Comilla,Comilla,Daudkandi,3516,Yes,No,130,160,190,1%,
Comilla,Comilla,Debiduar,3530,Yes,No,130,160,190,1%,
Comilla,Comilla,Homna,3546,Yes,No,130,160,190,1%,
Comilla,Comilla,Laksam,3570,Yes,No,130,160,190,1%,
Comilla,Comilla,Meghna,3515,Yes,No,130,160,190,1%,
Comilla,Comilla,Muradnagar - Cumilla,3540,Yes,No,130,160,190,1%,
Comilla,Comilla,Nangolkot,3580,Yes,No,130,160,190,1%,
Comilla,Comilla,Titas,3500,Yes,No,130,160,190,1%,
Comilla,Comilla,Monoharganj,3500,Yes,No,130,160,190,1%,
Comilla,Comilla,Comilla Sadar South,3500,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Chakoria,4720,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Kolatoli (Cox's Bazar),4700,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Kutubdia,4720,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Moheshkhali,4720,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Pekua,4720,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Ramu,4730,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Teknaf,4760,Yes,No,130,160,190,1%,
Cox's Bazar,Cox's Bazar,Ukhia,4750,Yes,No,130,160,190,1%,
Feni,Feni,Chagalnayya,3910,Yes,No,130,160,190,1%,
Feni,Feni,Daganbhuiyan,3920,Yes,No,130,160,190,1%,
Feni,Feni,Feni Sadar,3900,Yes,No,130,160,190,1%,
Feni,Feni,Parshuram,3940,Yes,No,130,160,190,1%,
Feni,Feni,Fulgazi,3942,Yes,No,130,160,190,1%,
Feni,Feni,Sonagazi,3930,Yes,No,130,160,190,1%,
Khagrachari,Khagrachari,Dighinala,4420,Yes,No,130,160,190,1%,
Khagrachari,Khagrachari,Khagrachari Sadar,4400,Yes,No,130,160,190,1%,
Khagrachari,Khagrachari,Laksmichari,4470,Yes,No,130,160,190,1%,
Khagrachari,Khagrachari,Mohalchari,4430,Yes,No,130,160,190,1%,
Khagrachari,Khagrachari,Manikchari,4460,Yes,No,130,160,190,1%,
Khagrachari,Khagrachari,Matiranga,4450,Yes,No,130,160,190,1%,
Khagrachari,Khagrachari,Panchari,4410,Yes,No,130,160,190,1%,
Khagrachari,Khagrachari,Ramgor,4440,Yes,No,130,160,190,1%,
Laksmipur,Laksmipur,Laksmipur Sadar,3700,Yes,No,130,160,190,1%,
Laksmipur,Laksmipur,Ramgati,3732,Yes,No,130,160,190,1%,
Laksmipur,Laksmipur,Ramganj,3720,Yes,No,130,160,190,1%,
Laksmipur,Laksmipur,Raipur (Lakshmipur),3710,Yes,No,130,160,190,1%,
Laksmipur,Laksmipur,Kamalnagar,,Yes,No,130,160,190,1%,
Noakhali,Noakhali,Begumganj,3820,Yes,No,130,160,190,1%,
Noakhali,Noakhali,Chatkhil,3870,Yes,No,130,160,190,1%,
Noakhali,Noakhali,Companiganj (Noakhali),3850,Yes,No,130,160,190,1%,
Noakhali,Noakhali,Hatiya,3890,Yes,No,130,160,190,1%,
Noakhali,Noakhali,Maijdee (Noakhali),3800,Yes,No,130,160,190,1%,
Noakhali,Noakhali,Senbag,3860,Yes,No,130,160,190,1%,
Noakhali,Noakhali,Sonaimuri,3827,Yes,No,130,160,190,1%,
Noakhali,Noakhali,Subarnachar,,Yes,No,130,160,190,1%,
Noakhali,Noakhali,Kabir Hat,3807,Yes,No,130,160,190,1%,
Rangamati,Rangamati,Baghaichari,,Yes,No,130,160,190,1%,
Rangamati,Rangamati,Barkal,4570,Yes,No,130,160,190,1%,
Rangamati,Rangamati,Belaichari,4550,Yes,No,130,160,190,1%,
Rangamati,Rangamati,Jurachari,4560,Yes,No,130,160,190,1%,
Rangamati,Rangamati,Kaptai,4530,Yes,No,130,160,190,1%,
Rangamati,Rangamati,Kawkhali (Rangamati),4511,Yes,No,130,160,190,1%,
Rangamati,Rangamati,Langadu,4580,Yes,No,130,160,190,1%,
Rangamati,Rangamati,Naniarchar,4520,Yes,No,130,160,190,1%,
Rangamati,Rangamati,Rajasthali,4540,Yes,No,130,160,190,1%,
Rangamati,Rangamati,Rangamati Sadar,4500,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Birampur,5266,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Birganj,5220,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Birol,5210,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Bochaganj,5216,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Chirirbandar,5240,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Baluadanga (Dinajpur),5200,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Phulbari (Dinajpur),5260,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Ghoraghat,5291,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Hakimpur,5266,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Kaharole,,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Khanshama,5230,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Nawabganj (Dinajpur),5280,Yes,No,130,160,190,1%,
Dinajpur,Dinajpur,Parbatipur,5250,Yes,No,130,160,190,1%,
Gaibandha,Gaibandha,Fulchari,5760,Yes,No,130,160,190,1%,
Gaibandha,Gaibandha,Gaibandha Sadar,5700,Yes,No,130,160,190,1%,
Gaibandha,Gaibandha,Gobindaganj ( Gaibandha ),5740,Yes,No,130,160,190,1%,
Gaibandha,Gaibandha,Palashbari,5730,Yes,No,130,160,190,1%,
Gaibandha,Gaibandha,Sadullapur,5710,Yes,No,130,160,190,1%,
Gaibandha,Gaibandha,Shaghatta,5751,Yes,No,130,160,190,1%,
Gaibandha,Gaibandha,Sundarganj,5720,Yes,No,130,160,190,1%,
Kurigram,Kurigram,Bhurungamari,5670,Yes,No,130,160,190,1%,
Kurigram,Kurigram,Chilmary,5630,Yes,No,130,160,190,1%,
Kurigram,Kurigram,Fulbari (Kurigram),5680,Yes,No,130,160,190,1%,
Kurigram,Kurigram,Kurigram Sadar,5600,Yes,No,130,160,190,1%,
Kurigram,Kurigram,Nageswari,5660,Yes,No,130,160,190,1%,
Kurigram,Kurigram,Rajarhat,5610,Yes,No,130,160,190,1%,
Kurigram,Kurigram,Rajibpur,5650,Yes,No,130,160,190,1%,
Kurigram,Kurigram,Rowmari,5640,Yes,No,130,160,190,1%,
Kurigram,Kurigram,Ulipur,5620,Yes,No,130,160,190,1%,
Lalmonirhat,Lalmonirhat,Aditmari,5510,Yes,No,130,160,190,1%,
Lalmonirhat,Lalmonirhat,Hatibandha (Lalmonirhat),5530,Yes,No,130,160,190,1%,
Lalmonirhat,Lalmonirhat,Kaliganj(Lalmonirhat),,Yes,No,130,160,190,1%,
Lalmonirhat,Lalmonirhat,Lalmonirhat Sadar,5500,Yes,No,130,160,190,1%,
Lalmonirhat,Lalmonirhat,Patgram,5540,Yes,No,130,160,190,1%,
Nilphamari,Nilphamari,Dimla,5350,Yes,No,130,160,190,1%,
Nilphamari,Nilphamari,Domar,5340,Yes,No,130,160,190,1%,
Nilphamari,Nilphamari,Jaldhaka,5330,Yes,No,130,160,190,1%,
Nilphamari,Nilphamari,Kishoreganj ( Nilphamari),5320,Yes,No,130,160,190,1%,
Nilphamari,Nilphamari,Nilphamari Sadar,5300,Yes,No,130,160,190,1%,
Nilphamari,Nilphamari,Saidpur,5310,Yes,No,130,160,190,1%,
Panchagarh,Panchagarh,Atwari (Panchagarh),,Yes,No,130,160,190,1%,
Panchagarh,Panchagarh,Boda,5010,Yes,No,130,160,190,1%,
Panchagarh,Panchagarh,Debiganj,5020,Yes,No,130,160,190,1%,
Panchagarh,Panchagarh,Panchagarh Sadar,5000,Yes,No,130,160,190,1%,
Panchagarh,Panchagarh,Tetulia,5030,Yes,No,130,160,190,1%,
Rangpur,Rangpur,Badarganj,5430,Yes,No,130,160,190,1%,
Rangpur,Rangpur,Gangachara,5410,Yes,No,130,160,190,1%,
Rangpur,Rangpur,Kaunia (Rangpur),5440,Yes,No,130,160,190,1%,
Rangpur,Rangpur,Mithapukur,5460,Yes,No,130,160,190,1%,
Rangpur,Rangpur,Pirgacha,5450,Yes,No,130,160,190,1%,
Rangpur,Rangpur,Pirganj(Rangpur),5400,Yes,No,130,160,190,1%,
